"recruit_year","cover_year","juv_year","site_name","tile_area","total_tiles","taxa","abundance","density"
2016,2015,2017,"Carysfort Deep",1.61811258385434,32,"FAVI",6,3.70802381729708
2016,2015,2017,"Carysfort Deep",1.61811258385434,32,"PORI",9,5.56203572594561
2016,2015,2017,"Carysfort Deep",1.61811258385434,32,"SIDE",4,2.47201587819805
2016,2015,2017,"Carysfort Deep",1.61811258385434,32,"Other",0,0
2016,2015,2017,"Carysfort Deep",1.61811258385434,32,"UNKS",0,0
2016,2015,2017,"Carysfort Deep",1.61811258385434,32,"TotalSto",24,14.8320952691883
2016,2015,2017,"Carysfort Deep",1.61811258385434,32,"TotalOct",2,1.23600793909903
2016,2015,2017,"Carysfort Deep",1.61811258385434,32,"TotalCor",50,30.9001984774756
2016,2015,2017,"Carysfort Shallow",1.61811258385434,32,"AGAR",0,0
2016,2015,2017,"Carysfort Shallow",1.61811258385434,32,"FAVI",3,1.85401190864854
2016,2015,2017,"Carysfort Shallow",1.61811258385434,32,"PORI",33,20.3941309951339
2016,2015,2017,"Carysfort Shallow",1.61811258385434,32,"SIDE",2,1.23600793909903
2016,2015,2017,"Carysfort Shallow",1.61811258385434,32,"Other",0,0
2016,2015,2017,"Carysfort Shallow",1.61811258385434,32,"UNKS",0,0
2016,2015,2017,"Carysfort Shallow",1.61811258385434,32,"TotalSto",38,23.4841508428815
2016,2015,2017,"Carysfort Shallow",1.61811258385434,32,"TotalOct",1,0.618003969549513
2016,2015,2017,"Carysfort Shallow",1.61811258385434,32,"TotalCor",77,47.5863056553125
2016,2015,2017,"DC1",1.61811258385434,32,"AGAR",0,0
2016,2015,2017,"DC1",1.61811258385434,32,"FAVI",0,0
2016,2015,2017,"DC1",1.61811258385434,32,"PORI",8,4.9440317563961
2016,2015,2017,"DC1",1.61811258385434,32,"SIDE",1,0.618003969549513
2016,2015,2017,"DC1",1.61811258385434,32,"Other",0,0
2016,2015,2017,"DC1",1.61811258385434,32,"UNKS",1,0.618003969549513
2016,2015,2017,"DC1",1.61811258385434,32,"TotalSto",10,6.18003969549513
2016,2015,2017,"DC1",1.61811258385434,32,"TotalOct",1,0.618003969549513
2016,2015,2017,"DC1",1.61811258385434,32,"TotalCor",11,6.79804366504464
2016,2015,2017,"DC2",1.61811258385434,32,"AGAR",2,1.23600793909903
2016,2015,2017,"DC2",1.61811258385434,32,"FAVI",4,2.47201587819805
2016,2015,2017,"DC2",1.61811258385434,32,"PORI",4,2.47201587819805
2016,2015,2017,"DC2",1.61811258385434,32,"SIDE",9,5.56203572594561
2016,2015,2017,"DC2",1.61811258385434,32,"Other",0,0
2016,2015,2017,"DC2",1.61811258385434,32,"UNKS",3,1.85401190864854
2016,2015,2017,"DC2",1.61811258385434,32,"TotalSto",22,13.5960873300893
2016,2015,2017,"DC2",1.61811258385434,32,"TotalOct",1,0.618003969549513
2016,2015,2017,"DC2",1.61811258385434,32,"TotalCor",23,14.2140912996388
2016,2015,2017,"DC3",1.61811258385434,32,"AGAR",0,0
2016,2015,2017,"DC3",1.61811258385434,32,"FAVI",1,0.618003969549513
2016,2015,2017,"DC3",1.61811258385434,32,"PORI",1,0.618003969549513
2016,2015,2017,"DC3",1.61811258385434,32,"SIDE",3,1.85401190864854
2016,2015,2017,"DC3",1.61811258385434,32,"Other",0,0
2016,2015,2017,"DC3",1.61811258385434,32,"UNKS",4,2.47201587819805
2016,2015,2017,"DC3",1.61811258385434,32,"TotalSto",9,5.56203572594561
2016,2015,2017,"DC3",1.61811258385434,32,"TotalOct",3,1.85401190864854
2016,2015,2017,"DC3",1.61811258385434,32,"TotalCor",12,7.41604763459415
2016,2015,2017,"DC4",1.56754656560889,31,"AGAR",3,1.91381874441139
2016,2015,2017,"DC4",1.56754656560889,31,"FAVI",0,0
2016,2015,2017,"DC4",1.56754656560889,31,"PORI",4,2.55175832588186
2016,2015,2017,"DC4",1.56754656560889,31,"SIDE",2,1.27587916294093
2016,2015,2017,"DC4",1.56754656560889,31,"Other",0,0
2016,2015,2017,"DC4",1.56754656560889,31,"UNKS",2,1.27587916294093
2016,2015,2017,"DC4",1.56754656560889,31,"TotalSto",11,7.01733539617511
2016,2015,2017,"DC4",1.56754656560889,31,"TotalOct",1,0.637939581470465
2016,2015,2017,"DC4",1.56754656560889,31,"TotalCor",12,7.65527497764557
2016,2015,2017,"DC5",1.61811258385434,32,"AGAR",6,3.70802381729708
2016,2015,2017,"DC5",1.61811258385434,32,"FAVI",0,0
2016,2015,2017,"DC5",1.61811258385434,32,"PORI",9,5.56203572594561
2016,2015,2017,"DC5",1.61811258385434,32,"SIDE",1,0.618003969549513
2016,2015,2017,"DC5",1.61811258385434,32,"Other",0,0
2016,2015,2017,"DC5",1.61811258385434,32,"UNKS",2,1.23600793909903
2016,2015,2017,"DC5",1.61811258385434,32,"TotalSto",17,10.5060674823417
2016,2015,2017,"DC5",1.61811258385434,32,"TotalOct",1,0.618003969549513
2016,2015,2017,"DC5",1.61811258385434,32,"TotalCor",18,11.1240714518912
2016,2015,2017,"DC6",1.61811258385434,32,"AGAR",0,0
2016,2015,2017,"DC6",1.61811258385434,32,"FAVI",0,0
2016,2015,2017,"DC6",1.61811258385434,32,"PORI",13,8.03405160414366
2016,2015,2017,"DC6",1.61811258385434,32,"SIDE",5,3.09001984774756
2016,2015,2017,"DC6",1.61811258385434,32,"Other",0,0
2016,2015,2017,"DC6",1.61811258385434,32,"UNKS",4,2.47201587819805
2016,2015,2017,"DC6",1.61811258385434,32,"TotalSto",22,13.5960873300893
2016,2015,2017,"DC6",1.61811258385434,32,"TotalOct",1,0.618003969549513
2016,2015,2017,"DC6",1.61811258385434,32,"TotalCor",23,14.2140912996388
2016,2015,2017,"DC7",1.56754656560889,31,"AGAR",0,0
2016,2015,2017,"DC7",1.56754656560889,31,"FAVI",0,0
2016,2015,2017,"DC7",1.56754656560889,31,"PORI",2,1.27587916294093
2016,2015,2017,"DC7",1.56754656560889,31,"SIDE",10,6.37939581470465
2016,2015,2017,"DC7",1.56754656560889,31,"Other",0,0
2016,2015,2017,"DC7",1.56754656560889,31,"UNKS",0,0
2016,2015,2017,"DC7",1.56754656560889,31,"TotalSto",11,7.01733539617511
2016,2015,2017,"DC7",1.56754656560889,31,"TotalOct",18,11.4829124664684
2016,2015,2017,"DC7",1.56754656560889,31,"TotalCor",29,18.5002478626435
2016,2015,2017,"DC8",1.61811258385434,32,"AGAR",0,0
2016,2015,2017,"DC8",1.61811258385434,32,"FAVI",2,1.23600793909903
2016,2015,2017,"DC8",1.61811258385434,32,"PORI",0,0
2016,2015,2017,"DC8",1.61811258385434,32,"SIDE",7,4.32602778684659
2016,2015,2017,"DC8",1.61811258385434,32,"Other",0,0
2016,2015,2017,"DC8",1.61811258385434,32,"UNKS",2,1.23600793909903
2016,2015,2017,"DC8",1.61811258385434,32,"TotalSto",11,6.79804366504464
2016,2015,2017,"DC8",1.61811258385434,32,"TotalOct",78,48.204309624862
2016,2015,2017,"DC8",1.61811258385434,32,"TotalCor",89,55.0023532899066
2016,2015,2017,"Dustan Rocks",1.61811258385434,32,"AGAR",3,1.85401190864854
2016,2015,2017,"Dustan Rocks",1.61811258385434,32,"FAVI",0,0
2016,2015,2017,"Dustan Rocks",1.61811258385434,32,"PORI",5,3.09001984774756
2016,2015,2017,"Dustan Rocks",1.61811258385434,32,"SIDE",1,0.618003969549513
2016,2015,2017,"Dustan Rocks",1.61811258385434,32,"Other",0,0
2016,2015,2017,"Dustan Rocks",1.61811258385434,32,"UNKS",2,1.23600793909903
2016,2015,2017,"Dustan Rocks",1.61811258385434,32,"TotalSto",11,6.79804366504464
2016,2015,2017,"Dustan Rocks",1.61811258385434,32,"TotalOct",3,1.85401190864854
2016,2015,2017,"Dustan Rocks",1.61811258385434,32,"TotalCor",25,15.4500992387378
2016,2015,2017,"Molasses Deep",1.61811258385434,32,"AGAR",10,6.18003969549513
2016,2015,2017,"Molasses Deep",1.61811258385434,32,"FAVI",2,1.23600793909903
2016,2015,2017,"Molasses Deep",1.61811258385434,32,"PORI",27,16.6861071778368
2016,2015,2017,"Molasses Deep",1.61811258385434,32,"SIDE",4,2.47201587819805
2016,2015,2017,"Molasses Deep",1.61811258385434,32,"Other",0,0
2016,2015,2017,"Molasses Deep",1.61811258385434,32,"UNKS",0,0
2016,2015,2017,"Molasses Deep",1.61811258385434,32,"TotalSto",42,25.9561667210795
2016,2015,2017,"Molasses Deep",1.61811258385434,32,"TotalOct",2,1.23600793909903
2016,2015,2017,"Molasses Deep",1.61811258385434,32,"TotalCor",87,53.7663453508076
2016,2015,2017,"Molasses Shallow",1.56754656560889,31,"AGAR",11,7.01733539617511
2016,2015,2017,"Molasses Shallow",1.56754656560889,31,"FAVI",1,0.637939581470465
2016,2015,2017,"Molasses Shallow",1.56754656560889,31,"PORI",26,16.5864291182321
2016,2015,2017,"Molasses Shallow",1.56754656560889,31,"SIDE",15,9.56909372205697
2016,2015,2017,"Molasses Shallow",1.56754656560889,31,"Other",1,0.637939581470465
2016,2015,2017,"Molasses Shallow",1.56754656560889,31,"UNKS",4,2.55175832588186
2016,2015,2017,"Molasses Shallow",1.56754656560889,31,"TotalSto",58,37.0004957252869
2016,2015,2017,"Molasses Shallow",1.56754656560889,31,"TotalOct",3,1.91381874441139
2016,2015,2017,"Molasses Shallow",1.56754656560889,31,"TotalCor",119,75.9148101949853
2016,2015,2017,"Porter Patch",1.61811258385434,32,"AGAR",3,1.85401190864854
2016,2015,2017,"Porter Patch",1.61811258385434,32,"FAVI",0,0
2016,2015,2017,"Porter Patch",1.61811258385434,32,"PORI",7,4.32602778684659
2016,2015,2017,"Porter Patch",1.61811258385434,32,"SIDE",1,0.618003969549513
2016,2015,2017,"Porter Patch",1.61811258385434,32,"Other",0,0
2016,2015,2017,"Porter Patch",1.61811258385434,32,"UNKS",2,1.23600793909903
2016,2015,2017,"Porter Patch",1.61811258385434,32,"TotalSto",13,8.03405160414366
2016,2015,2017,"Porter Patch",1.61811258385434,32,"TotalOct",1,0.618003969549513
2016,2015,2017,"Porter Patch",1.61811258385434,32,"TotalCor",27,16.6861071778368
2016,2015,2017,"Red Dun Reef",1.61811258385434,32,"AGAR",1,0.618003969549513
2016,2015,2017,"Red Dun Reef",1.61811258385434,32,"FAVI",0,0
2016,2015,2017,"Red Dun Reef",1.61811258385434,32,"PORI",17,10.5060674823417
2016,2015,2017,"Red Dun Reef",1.61811258385434,32,"SIDE",6,3.70802381729708
2016,2015,2017,"Red Dun Reef",1.61811258385434,32,"Other",0,0
2016,2015,2017,"Red Dun Reef",1.61811258385434,32,"UNKS",0,0
2016,2015,2017,"Red Dun Reef",1.61811258385434,32,"TotalSto",24,14.8320952691883
2016,2015,2017,"Red Dun Reef",1.61811258385434,32,"TotalOct",0,0
2016,2015,2017,"Red Dun Reef",1.61811258385434,32,"TotalCor",48,29.6641905383766
2016,2015,2017,"Sand Key Deep",1.61811258385434,32,"AGAR",11,6.79804366504464
2016,2015,2017,"Sand Key Deep",1.61811258385434,32,"FAVI",1,0.618003969549513
2016,2015,2017,"Sand Key Deep",1.61811258385434,32,"PORI",4,2.47201587819805
2016,2015,2017,"Sand Key Deep",1.61811258385434,32,"SIDE",2,1.23600793909903
2016,2015,2017,"Sand Key Deep",1.61811258385434,32,"Other",0,0
2016,2015,2017,"Sand Key Deep",1.61811258385434,32,"UNKS",0,0
2016,2015,2017,"Sand Key Deep",1.61811258385434,32,"TotalSto",18,11.1240714518912
2016,2015,2017,"Sand Key Deep",1.61811258385434,32,"TotalOct",15,9.27005954324269
2016,2015,2017,"Sand Key Deep",1.61811258385434,32,"TotalCor",51,31.5182024470251
2016,2015,2017,"Sand Key Shallow",1.56754656560889,31,"AGAR",18,11.4829124664684
2016,2015,2017,"Sand Key Shallow",1.56754656560889,31,"FAVI",3,1.91381874441139
2016,2015,2017,"Sand Key Shallow",1.56754656560889,31,"PORI",30,19.1381874441139
2016,2015,2017,"Sand Key Shallow",1.56754656560889,31,"SIDE",1,0.637939581470465
2016,2015,2017,"Sand Key Shallow",1.56754656560889,31,"Other",0,0
2016,2015,2017,"Sand Key Shallow",1.56754656560889,31,"UNKS",0,0
2016,2015,2017,"Sand Key Shallow",1.56754656560889,31,"TotalSto",52,33.1728582364642
2016,2015,2017,"Sand Key Shallow",1.56754656560889,31,"TotalOct",2,1.27587916294093
2016,2015,2017,"Sand Key Shallow",1.56754656560889,31,"TotalCor",106,67.6215956358692
2016,2015,2017,"Sombrero Deep",1.61811258385434,32,"AGAR",16,9.8880635127922
2016,2015,2017,"Sombrero Deep",1.61811258385434,32,"FAVI",4,2.47201587819805
2016,2015,2017,"Sombrero Deep",1.61811258385434,32,"PORI",14,8.65205557369318
2016,2015,2017,"Sombrero Deep",1.61811258385434,32,"SIDE",0,0
2016,2015,2017,"Sombrero Deep",1.61811258385434,32,"Other",0,0
2016,2015,2017,"Sombrero Deep",1.61811258385434,32,"UNKS",5,3.09001984774756
2016,2015,2017,"Sombrero Deep",1.61811258385434,32,"TotalSto",39,24.102154812431
2016,2015,2017,"Sombrero Deep",1.61811258385434,32,"TotalOct",0,0
2016,2015,2017,"Sombrero Deep",1.61811258385434,32,"TotalCor",78,48.204309624862
2016,2015,2017,"Sombrero Shallow",1.61811258385434,32,"AGAR",2,1.23600793909903
2016,2015,2017,"Sombrero Shallow",1.61811258385434,32,"FAVI",0,0
2016,2015,2017,"Sombrero Shallow",1.61811258385434,32,"PORI",1,0.618003969549513
2016,2015,2017,"Sombrero Shallow",1.61811258385434,32,"SIDE",2,1.23600793909903
2016,2015,2017,"Sombrero Shallow",1.61811258385434,32,"Other",0,0
2016,2015,2017,"Sombrero Shallow",1.61811258385434,32,"UNKS",0,0
2016,2015,2017,"Sombrero Shallow",1.61811258385434,32,"TotalSto",5,3.09001984774756
2016,2015,2017,"Sombrero Shallow",1.61811258385434,32,"TotalOct",0,0
2016,2015,2017,"Sombrero Shallow",1.61811258385434,32,"TotalCor",10,6.18003969549513
2016,2015,2017,"Tennessee Deep",1.61811258385434,32,"AGAR",3,1.85401190864854
2016,2015,2017,"Tennessee Deep",1.61811258385434,32,"FAVI",3,1.85401190864854
2016,2015,2017,"Tennessee Deep",1.61811258385434,32,"PORI",0,0
2016,2015,2017,"Tennessee Deep",1.61811258385434,32,"SIDE",6,3.70802381729708
2016,2015,2017,"Tennessee Deep",1.61811258385434,32,"Other",0,0
2016,2015,2017,"Tennessee Deep",1.61811258385434,32,"UNKS",2,1.23600793909903
2016,2015,2017,"Tennessee Deep",1.61811258385434,32,"TotalSto",14,8.65205557369318
2016,2015,2017,"Tennessee Deep",1.61811258385434,32,"TotalOct",1,0.618003969549513
2016,2015,2017,"Tennessee Deep",1.61811258385434,32,"TotalCor",29,17.9221151169359
2016,2015,2017,"Tennessee Shallow",1.61811258385434,32,"AGAR",1,0.618003969549513
2016,2015,2017,"Tennessee Shallow",1.61811258385434,32,"FAVI",0,0
2016,2015,2017,"Tennessee Shallow",1.61811258385434,32,"PORI",0,0
2016,2015,2017,"Tennessee Shallow",1.61811258385434,32,"SIDE",8,4.9440317563961
2016,2015,2017,"Tennessee Shallow",1.61811258385434,32,"Other",0,0
2016,2015,2017,"Tennessee Shallow",1.61811258385434,32,"UNKS",0,0
2016,2015,2017,"Tennessee Shallow",1.61811258385434,32,"TotalSto",9,5.56203572594561
2016,2015,2017,"Tennessee Shallow",1.61811258385434,32,"TotalOct",4,2.47201587819805
2016,2015,2017,"Tennessee Shallow",1.61811258385434,32,"TotalCor",22,13.5960873300893
2016,2015,2017,"West Turtle Shoal",1.61811258385434,32,"AGAR",2,1.23600793909903
2016,2015,2017,"West Turtle Shoal",1.61811258385434,32,"FAVI",0,0
2016,2015,2017,"West Turtle Shoal",1.61811258385434,32,"PORI",21,12.9780833605398
2016,2015,2017,"West Turtle Shoal",1.61811258385434,32,"SIDE",11,6.79804366504464
2016,2015,2017,"West Turtle Shoal",1.61811258385434,32,"Other",0,0
2016,2015,2017,"West Turtle Shoal",1.61811258385434,32,"UNKS",1,0.618003969549513
2016,2015,2017,"West Turtle Shoal",1.61811258385434,32,"TotalSto",34,21.0121349646834
2016,2015,2017,"West Turtle Shoal",1.61811258385434,32,"TotalOct",1,0.618003969549513
2016,2015,2017,"West Turtle Shoal",1.61811258385434,32,"TotalCor",70,43.2602778684659
2016,2015,2017,"West Washerwoman",1.61811258385434,32,"AGAR",1,0.618003969549513
2016,2015,2017,"West Washerwoman",1.61811258385434,32,"FAVI",0,0
2016,2015,2017,"West Washerwoman",1.61811258385434,32,"PORI",9,5.56203572594561
2016,2015,2017,"West Washerwoman",1.61811258385434,32,"SIDE",1,0.618003969549513
2016,2015,2017,"West Washerwoman",1.61811258385434,32,"Other",0,0
2016,2015,2017,"West Washerwoman",1.61811258385434,32,"UNKS",0,0
2016,2015,2017,"West Washerwoman",1.61811258385434,32,"TotalSto",11,6.79804366504464
2016,2015,2017,"West Washerwoman",1.61811258385434,32,"TotalOct",1,0.618003969549513
2016,2015,2017,"West Washerwoman",1.61811258385434,32,"TotalCor",23,14.2140912996388
2016,2015,2017,"Western Sambo Deep",1.61811258385434,32,"AGAR",2,1.23600793909903
2016,2015,2017,"Western Sambo Deep",1.61811258385434,32,"FAVI",4,2.47201587819805
2016,2015,2017,"Western Sambo Deep",1.61811258385434,32,"PORI",7,4.32602778684659
2016,2015,2017,"Western Sambo Deep",1.61811258385434,32,"SIDE",4,2.47201587819805
2016,2015,2017,"Western Sambo Deep",1.61811258385434,32,"Other",0,0
2016,2015,2017,"Western Sambo Deep",1.61811258385434,32,"UNKS",0,0
2016,2015,2017,"Western Sambo Deep",1.61811258385434,32,"TotalSto",17,10.5060674823417
2016,2015,2017,"Western Sambo Deep",1.61811258385434,32,"TotalOct",7,4.32602778684659
2016,2015,2017,"Western Sambo Deep",1.61811258385434,32,"TotalCor",41,25.33816275153
2016,2015,2017,"Western Sambo Shallow",1.51698054736344,30,"AGAR",4,2.63681693674459
2016,2015,2017,"Western Sambo Shallow",1.51698054736344,30,"FAVI",2,1.31840846837229
2016,2015,2017,"Western Sambo Shallow",1.51698054736344,30,"PORI",19,12.5248804495368
2016,2015,2017,"Western Sambo Shallow",1.51698054736344,30,"SIDE",0,0
2016,2015,2017,"Western Sambo Shallow",1.51698054736344,30,"Other",0,0
2016,2015,2017,"Western Sambo Shallow",1.51698054736344,30,"UNKS",1,0.659204234186147
2016,2015,2017,"Western Sambo Shallow",1.51698054736344,30,"TotalSto",26,17.1393100888398
2016,2015,2017,"Western Sambo Shallow",1.51698054736344,30,"TotalOct",0,0
2016,2015,2017,"Western Sambo Shallow",1.51698054736344,30,"TotalCor",52,34.2786201776796
2017,2016,2018,"Admiral",1.61811258385434,32,"AGAR",0,0
2017,2016,2018,"Admiral",1.61811258385434,32,"FAVI",0,0
2017,2016,2018,"Admiral",1.61811258385434,32,"PORI",1,0.618003969549513
2017,2016,2018,"Admiral",1.61811258385434,32,"SIDE",5,3.09001984774756
2017,2016,2018,"Admiral",1.61811258385434,32,"Other",0,0
2017,2016,2018,"Admiral",1.61811258385434,32,"UNKS",1,0.618003969549513
2017,2016,2018,"Admiral",1.61811258385434,32,"TotalSto",7,4.32602778684659
2017,2016,2018,"Admiral",1.61811258385434,32,"TotalOct",1,0.618003969549513
2017,2016,2018,"Admiral",1.61811258385434,32,"TotalCor",15,9.27005954324269
2017,2016,2018,"BC1",1.61811258385434,32,"AGAR",1,0.618003969549513
2017,2016,2018,"BC1",1.61811258385434,32,"FAVI",1,0.618003969549513
2017,2016,2018,"BC1",1.61811258385434,32,"PORI",3,1.85401190864854
2017,2016,2018,"BC1",1.61811258385434,32,"SIDE",5,3.09001984774756
2017,2016,2018,"BC1",1.61811258385434,32,"Other",0,0
2017,2016,2018,"BC1",1.61811258385434,32,"UNKS",3,1.85401190864854
2017,2016,2018,"BC1",1.61811258385434,32,"TotalSto",13,8.03405160414366
2017,2016,2018,"BC1",1.61811258385434,32,"TotalOct",3,1.85401190864854
2017,2016,2018,"BC1",1.61811258385434,32,"TotalCor",16,9.8880635127922
2017,2016,2018,"BC2",1.61811258385434,32,"AGAR",0,0
2017,2016,2018,"BC2",1.61811258385434,32,"FAVI",0,0
2017,2016,2018,"BC2",1.61811258385434,32,"PORI",23,14.2140912996388
2017,2016,2018,"BC2",1.61811258385434,32,"SIDE",1,0.618003969549513
2017,2016,2018,"BC2",1.61811258385434,32,"Other",0,0
2017,2016,2018,"BC2",1.61811258385434,32,"UNKS",9,5.56203572594561
2017,2016,2018,"BC2",1.61811258385434,32,"TotalSto",33,20.3941309951339
2017,2016,2018,"BC2",1.61811258385434,32,"TotalOct",4,2.47201587819805
2017,2016,2018,"BC2",1.61811258385434,32,"TotalCor",37,22.866146873332
2017,2016,2018,"BC3",1.61811258385434,32,"AGAR",1,0.618003969549513
2017,2016,2018,"BC3",1.61811258385434,32,"FAVI",2,1.23600793909903
2017,2016,2018,"BC3",1.61811258385434,32,"PORI",14,8.65205557369318
2017,2016,2018,"BC3",1.61811258385434,32,"SIDE",0,0
2017,2016,2018,"BC3",1.61811258385434,32,"Other",0,0
2017,2016,2018,"BC3",1.61811258385434,32,"UNKS",8,4.9440317563961
2017,2016,2018,"BC3",1.61811258385434,32,"TotalSto",25,15.4500992387378
2017,2016,2018,"BC3",1.61811258385434,32,"TotalOct",5,3.09001984774756
2017,2016,2018,"BC3",1.61811258385434,32,"TotalCor",30,18.5401190864854
2017,2016,2018,"BC4",1.61811258385434,32,"AGAR",5,3.09001984774756
2017,2016,2018,"BC4",1.61811258385434,32,"FAVI",0,0
2017,2016,2018,"BC4",1.61811258385434,32,"PORI",55,33.9902183252232
2017,2016,2018,"BC4",1.61811258385434,32,"SIDE",0,0
2017,2016,2018,"BC4",1.61811258385434,32,"Other",0,0
2017,2016,2018,"BC4",1.61811258385434,32,"UNKS",24,14.8320952691883
2017,2016,2018,"BC4",1.61811258385434,32,"TotalSto",84,51.912333442159
2017,2016,2018,"BC4",1.61811258385434,32,"TotalOct",3,1.85401190864854
2017,2016,2018,"BC4",1.61811258385434,32,"TotalCor",87,53.7663453508076
2017,2016,2018,"Carysfort Deep",1.61811258385434,32,"AGAR",45,27.8101786297281
2017,2016,2018,"Carysfort Deep",1.61811258385434,32,"FAVI",7,4.32602778684659
2017,2016,2018,"Carysfort Deep",1.61811258385434,32,"PORI",20,12.3600793909903
2017,2016,2018,"Carysfort Deep",1.61811258385434,32,"SIDE",1,0.618003969549513
2017,2016,2018,"Carysfort Deep",1.61811258385434,32,"Other",0,0
2017,2016,2018,"Carysfort Deep",1.61811258385434,32,"UNKS",5,3.09001984774756
2017,2016,2018,"Carysfort Deep",1.61811258385434,32,"TotalSto",78,48.204309624862
2017,2016,2018,"Carysfort Deep",1.61811258385434,32,"TotalOct",85,52.5303374117086
2017,2016,2018,"Carysfort Deep",1.61811258385434,32,"TotalCor",241,148.938956661433
2017,2016,2018,"Carysfort Shallow",1.61811258385434,32,"AGAR",7,4.32602778684659
2017,2016,2018,"Carysfort Shallow",1.61811258385434,32,"FAVI",2,1.23600793909903
2017,2016,2018,"Carysfort Shallow",1.61811258385434,32,"PORI",14,8.65205557369318
2017,2016,2018,"Carysfort Shallow",1.61811258385434,32,"SIDE",1,0.618003969549513
2017,2016,2018,"Carysfort Shallow",1.61811258385434,32,"Other",0,0
2017,2016,2018,"Carysfort Shallow",1.61811258385434,32,"UNKS",4,2.47201587819805
2017,2016,2018,"Carysfort Shallow",1.61811258385434,32,"TotalSto",28,17.3041111473864
2017,2016,2018,"Carysfort Shallow",1.61811258385434,32,"TotalOct",41,25.33816275153
2017,2016,2018,"Carysfort Shallow",1.61811258385434,32,"TotalCor",97,59.9463850463027
2017,2016,2018,"DC1",1.61811258385434,32,"AGAR",1,0.618003969549513
2017,2016,2018,"DC1",1.61811258385434,32,"FAVI",0,0
2017,2016,2018,"DC1",1.61811258385434,32,"PORI",13,8.03405160414366
2017,2016,2018,"DC1",1.61811258385434,32,"SIDE",0,0
2017,2016,2018,"DC1",1.61811258385434,32,"Other",0,0
2017,2016,2018,"DC1",1.61811258385434,32,"UNKS",7,4.32602778684659
